duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label,difficulty_level
3,udp,http,SF,2500,6297,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,3,0.01,0.01,0,0,0.93,0.07,0,145,187,0.98,0.02,0,0,0,0,0,0,normal,21
0,tcp,other,RSTO,38,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0.14,0.99,0,156,7,0,0.92,0.78,0,0,0,0,0,portsweep,17
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,141,0.0,0.0,0,0,0.96,0.01,0,255,255,1.0,0,0,0,0.0,0,0,0,smurf,18
1,tcp,smtp,SF,1025,3870,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,8,0.02,0.02,0,0,0.9,0.1,0,57,122,0.96,0.04,0,0,0,0,0,0,normal,21
9,tcp,smtp,SF,279,695,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.01,0.01,0,0,0.95,0.05,0,141,17,0.95,0.05,0,0,0,0,0,0,normal,21
0,tcp,http,REJ,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,350,0.83,0.83,0,0,0.91,0.07,0,255,6,0.09,0,0,0,0.83,0,0,0,teardrop,17
4,udp,ftp_data,SF,2083,923,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8,0.02,0.02,0,0,0.92,0.08,0,106,227,0.93,0.07,0,0,0,0,0,0,normal,21
5,tcp,domain_u,SF,1214,14887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0.01,0.01,0,0,0.99,0.01,0,214,130,0.86,0.14,0,0,0,0,0,0,normal,21
0,tcp,private,REJ,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,323,0.91,0.91,0,0,0.9,0.08,0,255,42,0.08,0,0,0,0.91,0,0,0,teardrop,18
9,tcp,domain_u,SF,222,3712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0,0,0.95,0.05,0,238,189,0.86,0.14,0,0,0,0,0,0,normal,21
2,udp,http,SF,2135,13423,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,4,0.0,0.0,0,0,0.97,0.03,0,157,131,0.88,0.12,0,0,0,0,0,0,normal,21
1,tcp,domain_u,SF,1042,2634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0.01,0.01,0,0,0.97,0.03,0,95,147,1.0,0.0,0,0,0,0,0,0,normal,21
6,udp,ftp_data,SF,1574,3328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,0.0,0.0,0,0,0.99,0.01,0,164,134,0.95,0.05,0,0,0,0,0,0,normal,21
2,tcp,domain_u,SF,1089,11703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0.03,0.03,0,0,0.95,0.05,0,220,227,0.89,0.11,0,0,0,0,0,0,normal,21
5,tcp,smtp,SF,1773,226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,12,0.01,0.01,0,0,0.95,0.05,0,44,68,0.89,0.11,0,0,0,0,0,0,normal,21
3,udp,domain_u,SF,558,9300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0.01,0.01,0,0,0.96,0.04,0,96,224,0.94,0.06,0,0,0,0,0,0,normal,21
4,icmp,other,SF,77,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0.08,0.66,0,164,7,0,0.58,0.72,0,0,0,0,0,nmap,12
106,tcp,telnet,SF,5505,5765,0,0,0,0,0,1,0,1,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,loadmodule,9
2,icmp,eco_i,RSTO,40,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0.07,0.87,0,172,4,0,0.95,0.72,0,0,0,0,0,satan,16
7,udp,domain_u,SF,916,10897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0.03,0.03,0,0,0.97,0.03,0,156,237,0.88,0.12,0,0,0,0,0,0,normal,21
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,294,0.0,0.0,0,0,0.97,0.01,0,255,255,1.0,0,0,0,0.0,0,0,0,smurf,16
0,tcp,http,REJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,169,0.89,0.89,0,0,0.99,0.02,0,255,34,0.06,0,0,0,0.89,0,0,0,back,16
6,tcp,smtp,SF,1185,2077,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,11,0.05,0.05,0,0,0.91,0.09,0,217,19,0.97,0.03,0,0,0,0,0,0,normal,21
2,tcp,http,SF,1280,5663,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,11,0.04,0.04,0,0,0.98,0.02,0,16,40,0.92,0.08,0,0,0,0,0,0,normal,21
1,tcp,domain_u,SF,909,4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.03,0.03,0,0,0.97,0.03,0,142,170,0.9,0.1,0,0,0,0,0,0,normal,21
0,tcp,http,S0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,276,0.96,0.96,0,0,0.91,0.05,0,255,19,0.14,0,0,0,0.96,0,0,0,back,19
6,tcp,smtp,SF,1870,1264,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0.02,0.02,0,0,0.97,0.03,0,23,207,0.9,0.1,0,0,0,0,0,0,normal,21
5,udp,domain_u,SF,160,4429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0.01,0.01,0,0,0.99,0.01,0,224,183,0.88,0.12,0,0,0,0,0,0,normal,21
0,tcp,http,REJ,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,123,0.85,0.85,0,0,0.97,0.0,0,255,43,0.14,0,0,0,0.85,0,0,0,teardrop,17
0,tcp,http,REJ,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,212,0.91,0.91,0,0,0.98,0.01,0,255,7,0.1,0,0,0,0.91,0,0,0,neptune,18
5,tcp,http,SF,268,13615,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,9,0.0,0.0,0,0,0.91,0.09,0,161,207,0.89,0.11,0,0,0,0,0,0,normal,21
0,udp,domain_u,SF,745,13901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0.05,0.05,0,0,0.93,0.07,0,48,248,0.93,0.07,0,0,0,0,0,0,normal,21
0,tcp,http,REJ,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,393,0.88,0.88,0,0,0.97,0.01,0,255,31,0.08,0,0,0,0.88,0,0,0,teardrop,15
0,tcp,private,S0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,129,0.8,0.8,0,0,0.91,0.09,0,255,19,0.17,0,0,0,0.8,0,0,0,neptune,18
2,tcp,ftp_data,SF,511,8989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0.01,0.01,0,0,0.96,0.04,0,71,196,0.9,0.1,0,0,0,0,0,0,normal,21
4,udp,domain_u,SF,623,9678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0.04,0.04,0,0,0.92,0.08,0,108,77,0.93,0.07,0,0,0,0,0,0,normal,21
6,tcp,http,SF,860,14756,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,7,0.03,0.03,0,0,0.93,0.07,0,11,80,0.89,0.11,0,0,0,0,0,0,normal,21
8,tcp,http,SF,275,10173,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,11,0.0,0.0,0,0,0.91,0.09,0,252,149,0.88,0.12,0,0,0,0,0,0,normal,21
7,tcp,http,SF,1223,8781,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,12,0.01,0.01,0,0,0.94,0.06,0,201,13,0.94,0.06,0,0,0,0,0,0,normal,21
9,tcp,ftp_data,SF,1109,4985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,8,0.03,0.03,0,0,0.98,0.02,0,76,114,1.0,0.0,0,0,0,0,0,0,normal,21
1,tcp,domain_u,SF,459,12077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0.03,0.03,0,0,0.99,0.01,0,243,98,0.91,0.09,0,0,0,0,0,0,normal,21
9,udp,http,SF,2221,6241,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,2,0.0,0.0,0,0,0.98,0.02,0,113,59,0.91,0.09,0,0,0,0,0,0,normal,21
5,icmp,eco_i,SH,76,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.08,0.93,0,169,3,0,0.55,0.85,0,0,0,0,0,ipsweep,18
0,icmp,private,RSTO,64,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0.12,0.86,0,242,2,0,0.73,0.73,0,0,0,0,0,satan,15
10,udp,http,SF,785,6431,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,11,0.03,0.03,0,0,0.95,0.05,0,77,73,0.91,0.09,0,0,0,0,0,0,normal,21
9,udp,http,SF,563,3350,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,5,0.02,0.02,0,0,0.9,0.1,0,221,141,0.93,0.07,0,0,0,0,0,0,normal,21
10,tcp,ftp_data,SF,703,4297,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,11,0.05,0.05,0,0,0.96,0.04,0,121,236,0.96,0.04,0,0,0,0,0,0,normal,21
2,tcp,domain_u,SF,1864,8964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0.01,0.01,0,0,0.92,0.08,0,255,10,0.96,0.04,0,0,0,0,0,0,normal,21
0,tcp,private,S0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,405,0.87,0.87,0,0,0.99,0.09,0,255,47,0.2,0,0,0,0.87,0,0,0,neptune,20
8,tcp,http,SF,348,8830,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,12,0.03,0.03,0,0,0.97,0.03,0,177,25,0.86,0.14,0,0,0,0,0,0,normal,21
0,udp,domain_u,SF,1327,4090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0.03,0.03,0,0,0.92,0.08,0,145,105,0.88,0.12,0,0,0,0,0,0,normal,21
0,tcp,http,S0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,352,0.88,0.88,0,0,0.9,0.04,0,255,48,0.14,0,0,0,0.88,0,0,0,back,19
6,tcp,smtp,SF,1306,13782,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,0.01,0.01,0,0,0.97,0.03,0,60,139,0.86,0.14,0,0,0,0,0,0,normal,21
3,tcp,ftp_data,SF,2325,11835,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,0,0,0.92,0.08,0,51,171,0.88,0.12,0,0,0,0,0,0,normal,21
6,tcp,http,SF,1013,2397,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0.02,0.02,0,0,0.95,0.05,0,197,173,0.98,0.02,0,0,0,0,0,0,normal,21
2,tcp,smtp,SF,1052,7923,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0.02,0.02,0,0,0.91,0.09,0,130,20,0.95,0.05,0,0,0,0,0,0,normal,21
7,tcp,ftp_data,SF,1326,10009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,11,0.03,0.03,0,0,0.97,0.03,0,80,120,0.87,0.13,0,0,0,0,0,0,normal,21
8,tcp,http,SF,856,3072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,5,0.04,0.04,0,0,0.92,0.08,0,230,87,0.89,0.11,0,0,0,0,0,0,normal,21
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,431,0.0,0.0,0,0,0.95,0.06,0,255,255,1.0,0,0,0,0.0,0,0,0,smurf,17
0,tcp,private,REJ,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,168,0.83,0.83,0,0,0.92,0.0,0,255,43,0.06,0,0,0,0.83,0,0,0,teardrop,15
2,tcp,smtp,SF,2049,14740,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.02,0.02,0,0,0.96,0.04,0,65,82,0.88,0.12,0,0,0,0,0,0,normal,21
5,tcp,domain_u,SF,1836,12046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0.05,0.05,0,0,0.95,0.05,0,163,189,0.96,0.04,0,0,0,0,0,0,normal,21
0,tcp,private,REJ,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,480,0.9,0.9,0,0,0.96,0.02,0,255,16,0.14,0,0,0,0.9,0,0,0,back,15
0,tcp,private,S0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,143,0.89,0.89,0,0,0.98,0.03,0,255,41,0.07,0,0,0,0.89,0,0,0,teardrop,16
3,tcp,smtp,SF,216,7915,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0,0,0.93,0.07,0,106,92,0.86,0.14,0,0,0,0,0,0,normal,21
0,tcp,private,S0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,288,0.84,0.84,0,0,0.99,0.06,0,255,43,0.12,0,0,0,0.84,0,0,0,neptune,17
5,tcp,http,SF,1985,3725,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,8,0.01,0.01,0,0,0.92,0.08,0,147,114,0.92,0.08,0,0,0,0,0,0,normal,21
8,tcp,domain_u,SF,1531,13554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0.01,0.01,0,0,0.91,0.09,0,83,64,0.96,0.04,0,0,0,0,0,0,normal,21
6,udp,http,SF,588,10213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0.02,0.02,0,0,0.98,0.02,0,189,225,0.85,0.15,0,0,0,0,0,0,normal,21
2,udp,http,SF,1249,12941,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,2,0.03,0.03,0,0,0.99,0.01,0,217,74,0.98,0.02,0,0,0,0,0,0,normal,21
0,tcp,http,S0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,281,0.86,0.86,0,0,0.96,0.02,0,255,44,0.17,0,0,0,0.86,0,0,0,teardrop,16
4,tcp,other,REJ,90,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0.07,0.87,0,211,4,0,0.75,0.87,0,0,0,0,0,portsweep,18
3,icmp,private,SF,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0.17,0.77,0,167,8,0,0.67,0.66,0,0,0,0,0,satan,17
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,150,0.98,0.98,0,0,0.96,0.02,0,255,42,0.16,0,0,0,0.98,0,0,0,back,20
1,tcp,http,SF,1698,2314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,7,0.0,0.0,0,0,0.96,0.04,0,219,156,0.88,0.12,0,0,0,0,0,0,normal,21
1,tcp,other,SH,33,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0.15,0.87,0,227,10,0,0.89,0.84,0,0,0,0,0,portsweep,14
9,tcp,smtp,SF,1377,12411,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,11,0.01,0.01,0,0,1.0,0.0,0,43,72,0.96,0.04,0,0,0,0,0,0,normal,21
6,udp,ftp_data,SF,514,3611,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,10,0.01,0.01,0,0,0.98,0.02,0,28,226,0.89,0.11,0,0,0,0,0,0,normal,21
3,icmp,other,SH,69,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0.07,0.7,0,206,6,0,0.72,0.7,0,0,0,0,0,satan,17
0,tcp,private,REJ,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,117,0.96,0.96,0,0,0.95,0.0,0,255,47,0.2,0,0,0,0.96,0,0,0,back,17
10,tcp,domain_u,SF,899,1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0.04,0.04,0,0,0.98,0.02,0,127,181,0.98,0.02,0,0,0,0,0,0,normal,21
4,udp,http,SF,219,6681,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,12,0.02,0.02,0,0,0.95,0.05,0,60,237,0.91,0.09,0,0,0,0,0,0,normal,21
10,tcp,ftp,SF,509,348,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,warezclient,8
2,tcp,eco_i,SH,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0.18,0.74,0,237,6,0,0.68,0.73,0,0,0,0,0,portsweep,18
0,tcp,http,SF,1460,7182,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,9,0.03,0.03,0,0,0.92,0.08,0,22,111,0.88,0.12,0,0,0,0,0,0,normal,21
4,udp,http,SF,859,10579,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,1,0.01,0.01,0,0,0.97,0.03,0,183,149,0.9,0.1,0,0,0,0,0,0,normal,21
0,tcp,ftp_data,SF,323,6444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,8,0.03,0.03,0,0,0.95,0.05,0,226,253,0.9,0.1,0,0,0,0,0,0,normal,21
0,tcp,http,S0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,104,0.95,0.95,0,0,0.93,0.04,0,255,50,0.05,0,0,0,0.95,0,0,0,back,17
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,450,0.0,0.0,0,0,0.98,0.01,0,255,255,1.0,0,0,0,0.0,0,0,0,smurf,17
0,tcp,http,S0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,481,0.93,0.93,0,0,0.94,0.05,0,255,36,0.14,0,0,0,0.93,0,0,0,back,17
0,tcp,private,S0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,128,0.92,0.92,0,0,0.93,0.08,0,255,44,0.16,0,0,0,0.92,0,0,0,back,19
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,274,0.0,0.0,0,0,0.92,0.09,0,255,255,1.0,0,0,0,0.0,0,0,0,smurf,18
1,tcp,ftp_data,SF,596,944,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,3,0.03,0.03,0,0,0.97,0.03,0,82,226,0.91,0.09,0,0,0,0,0,0,normal,21
69,tcp,telnet,SF,5654,5723,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,14,0,0,0,0,0,0,0,0,loadmodule,11
3,tcp,smtp,SF,2473,4637,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,4,0.02,0.02,0,0,0.9,0.1,0,154,40,0.92,0.08,0,0,0,0,0,0,normal,21
5,tcp,http,SF,1503,3276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,2,0.04,0.04,0,0,0.99,0.01,0,215,52,0.9,0.1,0,0,0,0,0,0,normal,21
4,tcp,domain_u,SF,687,10832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0.03,0.03,0,0,0.92,0.08,0,27,71,0.97,0.03,0,0,0,0,0,0,normal,21
0,udp,http,SF,774,6932,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,10,0.03,0.03,0,0,0.97,0.03,0,226,189,0.89,0.11,0,0,0,0,0,0,normal,21
6,tcp,http,SF,593,14717,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,5,0.02,0.02,0,0,0.98,0.02,0,253,99,0.85,0.15,0,0,0,0,0,0,normal,21
0,tcp,private,S0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,473,0.83,0.83,0,0,0.92,0.04,0,255,17,0.12,0,0,0,0.83,0,0,0,back,16
3,tcp,domain_u,SF,1965,12883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.05,0.05,0,0,0.94,0.06,0,223,222,0.88,0.12,0,0,0,0,0,0,normal,21
1,udp,smtp,SF,1951,2749,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,11,0.01,0.01,0,0,1.0,0.0,0,23,34,0.93,0.07,0,0,0,0,0,0,normal,21
2,tcp,eco_i,SF,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0.19,0.76,0,195,10,0,0.65,0.72,0,0,0,0,0,nmap,17
0,tcp,domain_u,SF,2069,11093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0.04,0.04,0,0,0.95,0.05,0,154,75,0.95,0.05,0,0,0,0,0,0,normal,21
0,tcp,other,SF,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.16,0.99,0,224,9,0,0.74,0.83,0,0,0,0,0,portsweep,12
9,tcp,smtp,SF,1530,4125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0.02,0.02,0,0,0.98,0.02,0,115,111,0.88,0.12,0,0,0,0,0,0,normal,21
8,tcp,http,SF,2173,13786,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.05,0.05,0,0,0.95,0.05,0,142,168,0.98,0.02,0,0,0,0,0,0,normal,21
4,icmp,eco_i,SF,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0.11,0.92,0,198,8,0,0.93,0.92,0,0,0,0,0,ipsweep,18
7,tcp,http,SF,2301,3617,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,2,0.03,0.03,0,0,1.0,0.0,0,20,83,0.88,0.12,0,0,0,0,0,0,normal,21
7,udp,smtp,SF,1141,10299,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,10,0.01,0.01,0,0,0.93,0.07,0,159,46,0.85,0.15,0,0,0,0,0,0,normal,21
1,udp,ftp_data,SF,380,9911,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,6,0.04,0.04,0,0,0.98,0.02,0,123,47,0.89,0.11,0,0,0,0,0,0,normal,21
2,udp,ftp_data,SF,533,4051,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.03,0.03,0,0,0.91,0.09,0,62,197,0.99,0.01,0,0,0,0,0,0,normal,21
48,tcp,ftp,SF,768,564,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,23,17,0,0,0,0,0,0,0,0,warezclient,11
0,tcp,private,S0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,449,0.89,0.89,0,0,0.98,0.01,0,255,50,0.03,0,0,0,0.89,0,0,0,neptune,16
0,tcp,http,REJ,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,322,0.8,0.8,0,0,0.99,0.05,0,255,38,0.03,0,0,0,0.8,0,0,0,teardrop,19
5,tcp,domain_u,SF,1810,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0.02,0.02,0,0,1.0,0.0,0,98,132,0.96,0.04,0,0,0,0,0,0,normal,21
0,tcp,private,S0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,230,0.96,0.96,0,0,0.93,0.02,0,255,24,0.07,0,0,0,0.96,0,0,0,neptune,18
4,tcp,http,SF,812,14829,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,1,0.05,0.05,0,0,0.98,0.02,0,138,199,0.93,0.07,0,0,0,0,0,0,normal,21
10,tcp,domain_u,SF,1671,12495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.03,0.03,0,0,0.96,0.04,0,81,67,0.93,0.07,0,0,0,0,0,0,normal,21
9,tcp,smtp,SF,1074,12922,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,10,0.01,0.01,0,0,0.97,0.03,0,35,247,0.96,0.04,0,0,0,0,0,0,normal,21
1,tcp,http,SF,153,9668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,9,0.0,0.0,0,0,0.91,0.09,0,219,107,0.88,0.12,0,0,0,0,0,0,normal,21
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,279,0.0,0.0,0,0,0.93,0.08,0,255,255,1.0,0,0,0,0.0,0,0,0,smurf,18
10,udp,domain_u,SF,2435,7129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0.04,0.04,0,0,0.91,0.09,0,23,189,0.91,0.09,0,0,0,0,0,0,normal,21
6,udp,domain_u,SF,2184,14934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0.01,0.01,0,0,0.9,0.1,0,209,198,0.99,0.01,0,0,0,0,0,0,normal,21
2,tcp,domain_u,SF,1758,10385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0,0,0.98,0.02,0,162,162,0.93,0.07,0,0,0,0,0,0,normal,21
0,tcp,private,REJ,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,399,0.95,0.95,0,0,0.95,0.08,0,255,25,0.06,0,0,0,0.95,0,0,0,back,15
1,tcp,private,SH,95,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0.08,0.91,0,204,9,0,0.95,0.71,0,0,0,0,0,portsweep,18
2,tcp,http,SF,2055,1028,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,11,0.01,0.01,0,0,0.99,0.01,0,18,84,0.87,0.13,0,0,0,0,0,0,normal,21
0,tcp,http,REJ,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,364,0.85,0.85,0,0,0.92,0.09,0,255,35,0.1,0,0,0,0.85,0,0,0,back,16
0,tcp,http,REJ,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,405,0.82,0.82,0,0,0.92,0.01,0,255,13,0.09,0,0,0,0.82,0,0,0,neptune,20
10,udp,http,SF,2313,10366,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,12,0.03,0.03,0,0,0.97,0.03,0,22,26,0.9,0.1,0,0,0,0,0,0,normal,21
